리뷰,평점
일단 바쁜 요즘에 약배달까지 가능해서 너무 좋은 것 같아요! 진료도 비대면으로 가능하구요. 실행이 빨리되고 지연이 안되는 점 칭찬합니다~,5
코로나 시대에 필요한 필수품입니다! 시간과 비용으로줄이고 건강까지 챙길 수 있어요! 게다가 빨라요! 앱구성이 복잡하지 않고 직관적입니다,4
앱 환경은 쾌적하고 좋습니다. 진료 받고 하는데는 문제가 없겠으나 리뷰들을 읽어보니 약 수령에 관해서 우려를 자아내는군요. 이 부분만 개선해나간다면 시의적잘한 어플이 될 것 같습니다. 그래서 별은 3개만 드립니다.,3
너무 좋아요 타다 처럼 없어질까봐 걱정 됩니다. 단순 감기나 매년 반복되는 알러지성 같은경우 굳이 병원 방문해도 10초면 끝나는데 바쁜 시간 내지 않아도 되고 오히려 전화 상담이라 부담이 없습니다.,5
정말 직장인들에게는 너무너무 유용하네요. 시간도 절약되고 바쁜 이시대에 정말 필요한거같네요. 유용하게 잘 이용하겠습니다.,5
"처음 이용해봤습니다!!! 우선 의사선생님 리뷰를 전부 확인하고 제가 직접 고를 수 있다는 점이 좋았고, 의사선생님도 친절하게 진료 봐주셨습니다 한시적인진 모르겠지만 약배달을 무료로 받아서 다음번에도 잘 이용할 것 같습니다. 만족스러운 어플입니다",5
"요즘같은 시대에 정말 필요한 어플입니다. 병원 가는것도 불안할 때가 있는데, 비대면 진료에 약도 배송되니 정말정말 편합니다. 비대면이라고 진료도 대충 받는거 아니라서 만족스러웠어요",5
요즘같은시국에 이용하기 좋은거같아여 비대면으로 이용할수있어서! 집근처약국에서 픽업만 해봤는데 배달도 된다니 다음에 이용후 후기남길께요!,5
간단한 진료는 비대면 진료에 약까지 받을수 있어서 넘 좋아요 어플도 깔끔하고 정보찾기도 쉬웠어요!!,5
쓰레기어플입니다 의사목록 리스트 올리면 고정이 안되고 춤추고 난리납니다 자리가 비어있어도 올라갔다 내려갔다 ㅇㅂ을 해쌋네요 남는자리가 있는 병원을 자동정렬되서 최상단에 올려놔야지 어플만들고 써보지도 않았나 멍청한 개발자가 만든 시간낭비 어플입니다,1
의료를 원격으로 할려니 좀 겁나긴합니다만 간단한 감기약이나 단순처방약에는 많이 편리하겠네요,4
바쁠때 너무 유용하게 이용해요. 증상이 비슷한건 약처방만 받으면 되는것들이 종종 있는데 시간 절약차원에서 아주 좋네요. 잘 이용할께요.,5
이벤트로 가입하게 됐는데 앱으로 의사선정에서 약배달까지 된다는게 무척 신선하네요. 노약자나 다리가 불편하신분들 또는 열이 있으신 분들에게 도움이 많이 되겠어요. 자주 놀러오겠습니다. 고맙습니다~^^,4
정말 도움이 많이 되는 어플이네요 특히 기저질환이 있어 코로나때문에 병원가기가 힘든 분들에게 좋을 것 같아요. 다만 저희 지역에는 제휴업체가 많이 없어서 앞으로 서비스를 확대해 나가면 더 좋을 것 같아요,4
"코로나시대이기도하고 병원가기귀찮을때 편리하게이용할것같아요~생각보다진료과목도 광범위하고 공휴일,야간에도 진료를받을수있다는게 넘 좋은것같아요!!",5
빠르고 친절하고 정확한상담이 너무좋았어요. 늦은시간에 급한 상담이었는데 너무감사했습니다. 첫사용인데 감동이네요.꼭 필요한 진료였는데 만족입니다. 고맙습니다,5
비대면으로 처방 받을 수 있는점이 무엇보다 좋았습니다. 다만 퀵서비스는 비용이 너무 비싸서 저렴하게 약을 전달 받을 수 있으면 더 좋을것 같습니다.,5
잘 사용하고 있습니다! 근데 질문답변이 에러코드-2가 뜨면서 접속이 안됩니다ㅠㅜ고쳐주세요ㅠ,5
언제 들어온 건지 모르겠는데 어플 깔고 업데이트 또 하니까 접속이 아예 안 되네요. 기종 갤럭시 노트 8입니다.,2
솔직한 후기 바로갑니다. 서울 사는 친구들에게는 강력추천 어플 두말 할 필요도 없음 강원도에 거주하고 있는 저는 아직은 아쉬워요 그래도 이런 개발자들이 있음에 감사하고 앞으로 더 편리한 대한민국을 위해 힘써주세요~!😊,5
이런거 귀찮아서 안쓰는데 진짜 너무 편하고 좋은어플이라 적네요 독감때문에 아파서 걷지도 못할정도로 힘들었는데 여기어플로 인해 살았습니다ㅠㅠ 진짜 좋아요,5
너무너무 편해요!! 과잉진료 전혀없어요(처방전으로 금액 장난치는 병원많은데 어플 그 가격 그대로!!!),5
코로나인데 주변병원은 여름휴가고 뚜벅이가 대중교통 이용해서 갈순 없고 너무 난감했는데 이런 서비스가 있는게 너무 좋네요,5
처방전 안받는다는 약국이 많다는데 약국마다 다른듯해요. 저는 주문까지 해주셨습니다! 직장인들한텐 간단한 진료정도는 편하고 좋아요!!!,4
업데이트하고나니 무슨 발걸음수.라고 찍혀서 지워지지도 않고. 권한 허용을 하지도 않았는데 제 운동을 왜 동의없이 체크하시려고 하나요. 삭제합니다.,1
바쁜 와중에 원격 진료도 받을수 있게할수있어 좋았고 처방전 전송도 간편히 되있어 어플 사용 너무좋습니다.,5
직접가기 어렵고 시간내기 어려울때 비대면으로 약까지 받을 수 있어서 확실히 편합니다. 요즘같은 때에 가려운곳을 긁어주는 어플인것 같습니다,5
갈 수 없는 상황에 앱 하나로 뚝딱이라니 너무 편하고 좋은 것 같아요. 실생활에 너무 도움되는 앱이네요. 특히 코로나시대에 맞춤앱 같아요.,5
편리하게 비대면으로 진료를 받을 수 있어서 참 획기적인 앱이라고 생각됩니다 더 발전하시고 의료계에 도움이 되면 좋겠네요,5
이제 약까지 배달이가능해졌네요. 너무 편리하고 좋아요. 앞으로 필요할때 애용할게요. 더욱 활성화되면 편리할것같아용ㅎㅎ,5
"이제는 비대면으로 진료를 받을 수 있는 시대가 왔다니 놀랍네요 아직까진 많고 다양한 분야가 진료를 받진 못하는 것 같아 아쉽지만, 배달앱도 지금은 엄청 커진 것처럼 더욱더 활성화되면 좋겠습니다",5
"주기적으로 병원에 가서 처방받는 약이 있는데 요즘같은 시국에는 이렇게 병원에 직접 방문하는게 부담스럽더라고요. 진료도 형식적으로 이루어지는거라 항상 약만 배달되는 서비스가 있었으면 좋겠다는 생각을 하던차에 딱 그런 앱이 있다기에 바로 가입했어요. 비대면 진료부터 약처방, 배달까지 가능해서 저같은 사람들에게 정말 좋네요. 많은 분들께 추천합니다!",5
평택인데요. 주변에 제휴하는 곳이 없는지 바로 배송은 아직은 안되네요. 택배배송으로 했는데요. 일반적인 택배 소요시간과 비슷합니다. 그래서 정말 아픈 순간에는 약을 못먹었지만 좀더 제휴하는 곳이 많아지면 좋은 서비스라고 생각해요.,5
접근성이 참 좋은 어플입니다 메뉴구성이 쉽고 보기 편해서 좋아요 지금처럼만 유지되면 좋겠어요!,5
닥터나우앱은 사용자가 사용하기 편하게 되어있네요. 필요할때 어플로 예약하고 병원가기에 너무좋아요. 더 많은 병원으로 확대되었음좋겠어요.,5
비대면 진료가 요즘 많은데 이앱은 간편하게 필요한 건만있고 한 화면에서 처리할 수 있어 좋으네요.,5
수도권 기준으로는 당장 쓰기에 편하고 좋은것 같아요 이용가능 지역이 빨리 늘면 좋겠네요,5
정말 좋은 서비스인데 살고있는곳이 경기도외곽이라 불편한점이 많네요 더욱 번창하셔서 소외된지역에도 많이 보급되길바래요^^,5
이동이 불편한 분들에게 정말 유용한 앱 같아요 집에서 편하게 진료와 약 배송까지 가능한 건 정말 편리한 것 같습니다 면역이 약한 분들은 외출이 더욱 불편할 수 있는데 잘 이용한다면 정말 유용한 앱이 될 것 같아요,5
모바일로 의학적 궁금증도 해결할 수 있고 막상 아파서 집 밖에 나가기조차 힘들때 약배달 서비스로 유용하게 사용할 어플이네요! 감사합니다:),5
"비대면진료, 약 배달 요즘 비대면 시절 정말 꼭 필요한 앱입니다 의사 선정에서부터 약국 지정까지 간편하게 이용할 수 있어 앞으로 많은 도움이 될 것 같아 좋습니다",5
건강에 대한 궁금한 부분이 있을 때 의사.간호사(친절함)에게 실시간으로 물어볼 수 있다는 게 좋습니다. 실제로 급할 때 도움을 몇 번 받은 적이 있어 좋은 앱이라고 생각이 듭니다.,5
아직 직접 이용한 적은 없지만 앱이 직관적이어서 보기 편하네요. 이제 약도 어플을 통해 배달되고 시대가 변함에 따라 저도 이용해보려 합니다.,5
"지금 시기가 코로나19로 인해, 사람이 모이는 장소나 활동은 일절 삼가기 위해서 조심하고 있습니다. 이럴때 안성맞춤인 어플이 바로 닥터나우가 아닐까 합니다. 편리하고 유용하게 자주 이용하게 될 것 같습니다.",5
비대면 상황에서 유용한 어플이예요. 진료와 약 배달까지 편리해요. 서비스 가능한 병원과 약국이 더 늘어나면 좋겠어요.,4
너무 편리해요 당장 근처에 약국도 없는데 통증은 심하고.. 진료~배달까지 2시간도 안 걸렸어요ㅠㅠ 병원찾고 약국찾고 직접 가기 힘들었는데 직장 눈치보여서 나가지도 못하는데 일하면서 그자리에서 바로 받아서 약 복용했어요👍,5
"새로운 시도를 하는 앱이라는 면에서 별 두개는 붙이지만, 서비스나 약국 연결 등에서 완전 별로였습니다. 약이 없어서 약국 연결이 안되면 그 사유라도 알려주던가 처방이 취소가 되던가 암튼 이도저도 진행되지 않고... 시간만 허비했습니다. 정말 별로...",2
다른 앱들 전부 다 써봤습니다. 확실히 닥터나우만 쓰는 이유가 있습니다. 앱 자체도 편리하고 약 배달도 빠르고 의사 쌤도 많고 굳이 다른거 안써도 될듯,5
"급할때 너무 좋아요 특히 코로나 제가 선택한 의사,약사 선생님 두분다 너무 친절하시고 감사합니다.",5
비대면 진료를 손쉽게 받을 수 있다는게 가장 큰 장점인 것 같고 심지어 약 배달도 가능한 시대가 됐다는게 정말 신기하네요~,5
이런 편리한 앱이 있다니.. 좋습니다. 갑자기 아이가 아프거나 갈수 없는 상황일때 유용한 앱입니다. 좀더 많은 병원이 있었으면 좋겠습니다.,5
이런앱이 있어서 넘 좋고 편하네요 늦은시간에도 이용가능하고 약까지 받아볼수 있어서 넘 좋네요~,5
"아니 주민번호며 코로나캡처며 증상 쓰기전에 대기초과가 떠야지 아파죽겠는데 대기신청가능하다해서 들어갔는데 저거 쓰는동안 대기초과라고나오면, 그게 몇십번 반복되면 이걸 쓰겠어요? 좀만 더 머리를 써서 만들었다면 가능했을걸 이렇게만들었네",1
요즘같은 시기에 비대면으로 치료받고 약처방에 배달까지 너무 좋은 시스템으로 잘 치료받았어요 감사합니다!,5
비대면 진료가 가능하다니 너무 좋네요. 아이들 데리고 혼자 있다 아프면 요 어플로 진료보면 될듯해요. 찾기도 쉽고 어플이용이 편해서 좋아요.,5
원격으로 진료 받고 약을 배달 받을수 있어서 너무 편리하고 좋은 앱이에요. 앞으로도 많이 기대되고 계속 이용할거에요.,5
비대면 시대에 발 맞춘 혁신적인 서비스네요. 불필요한 시간도 줄여주고 좋아요. 추천합니다 :),5
Ui가 깔끔해서 편리합니다! 일다니느라 병원갈 시간 없는데 좋은거 유용해요. 다른 앱에는 안과는 없는 곳이 많은데 여기는 있어서 좋아요. 약 배달해주는 것도 좋네요.,5
바쁜직장인들에게 필수인 어플같아요 빠른 비대면 진료와 약배송까지 너무 편하고 좋습니다 앞으로도 자주 이용할 예정이에요,5
요즘 비대면진료 앱 많이 나오는 것 같아서 어차피 맨날 먹는 약도 타러 가야하고 호기심 반으로 몇개 깔아서 써봤는데 닥터나우가 젤 괜찮네요. 진료 요청 하는것도 어렵지 않고 수도권이라 그런진 모르겠지만 약배달도 엄청 빠르네요. 써보기 전엔 약간 이게 되겠어?하고 의심했었는데 써보니까 진짜 이젠 병원 안가도 되겠어요. 너무 편하고 좋네요. 몇달에 한번씩 병원 가는 것도 귀찮았는데 간만에 마음에 드는 앱 발견했습니다. 이제 자주 써보려고요.,5
병원에 갈 수 없는 상황에서 기존 약처방을 이어서 받고 싶을 때 아주 유용하게 이용할수 있을 듯 싶습니다. 근데 업데이트 시간이 너무 오래 걸리는 듯 ㅠㅠ,4
UI가 좋고 앞으로 원격진료가 더 많아질텐데 선두로 진입하는게 보시네요,5
진짜 좋은 어플이에요 감기 걸려서 심신이 힘들때 엄청난 도움이 됐습니다.병원 가면 검사하라고 하는데 단순 감기여도 약만 먹으면 낫는디 말입니다.감기 때문에 힘든 분들에게 추천 합니다.,5
코로나라서 병원가기도 좀 찝찝하고 직장인이라서 시간맞추기도 힘들었는데 좋은 어플이 나와서 시간 절약 및 편리함이 증대된거 같아요. 앞으로도 업그레이드 많이 해주세요.,5
"비대면을 아주 잘 활용한 유용한 앱입니다. 처방전 전송, 약받기 등 생활속에서 자주 편리하게 될 것 같습니다. 좋은 앱 개발 감사합니다",5
획기적이네요 직장인으로써 병원 시간내서 가기가 좀 어려웠는데 진료부터 약처방까지 할 수 있어 시간적으로 여유롭고 편리하게 이용할 수 있겠어요,4
"바빠서 병원에 직접 가지 못하는, 가벼운 증상들을 비대면 진료로 볼 수 있다는 게 조금은 신기한 것 같아요. 멀어서 직접 못 가는 곳도 진료가 가능한 것인지 해 보진 않았지만 된다면 좋은 기능의 앱 같아요.",5
"비대면 진료 서비스 너무 편리하고, 약배달까지 된다니 너무 좋은 앱이네요. 요즘 시국에 꼭 필요한 앱이라고 생각합니다.",5
병원가기 극도로 싫어하는 아이때문에 시작하게 되었는데 저도 가끔 이용합니다..꼭 진료를 받아야 하는 상황도 있지만 처방약만 필요할때가 많아서 너무나 유용하게 쓰고있어요..,5
코로나진료로 약배달 시켰으나 격리 끝날즘 도착함 아파죽겠는데 방문약국도 본인이 전화해서 알아봐야해서 전화하니 닥터나우 안한다고 해서 배달 시켰더니 이렇게 오래걸릴줄알았다면 안시켰을거임 빠른진료보면 뭐함 약제조만 계속 기다려야하는데 ㅡㅡ 다신 이용안할듯,1
이런 앱은 신세계입니다!^^ 비대면진료를 예약할 수 있는 앱이 있다는게 놀랍습니다. 약처방을 받으면 현 장소 위치를 잡아서 약을 수령가능한 약국까지 제시해줍니다. 또 건강보험이 적용되는지 유무또한 알 수 있어요!! 요즘 시대에 진짜 필요한 앱입니다^^,5
이쓰레기같은어플 광고에 속지마세요. 대기자 30명 넘으면 접수불가 30인안에 둘어도 30분넘으면 자동취소 30명을 30분안에 어떻게 진료를봅니까 물리적으로 불가능한 시스템을 넣어놔서 안그래도 코로나로 빡치는데 열병나서 더 빡침 쓰레기같은어플 다신 받지마세요.,1
신박하네요. 상상만 해봤지 실제로 이런게 가능할줄은요즈음 코로나 시국에 꼭 필요한 앱인거 같습니다. 필요없는 접촉을 최소화 하니 애용할거 같습니다.,5
"저희아빠가 한달에 한번씩 혈압약 타러 병원가시는데요, 넘 번거로우실거같아서 이 앱추천해드렸어요. 첨엔 좀 긴가민가해하셨는데 금방적응하시더라고요. 엄청 신기해하셨어요.앞으로 더 많은 사람들이 쓰는 앱이 되면 좋겠어요. 좋은앱 만들어주셔서 감사합니다!",5
비대면 시대에 매우 유용한 앱이에요. 간단한 증상은 앱을 통해서 진료가 가능하니까 좋네요. 병원이 적은 마을에서 더 많은 홍보를 해주시면 좋겠어요.,5
시골이라 쫌 제약이 되는게 많네요 그래도 비대면으로 진료받을 수 있어서 좋은거 같아요 서울쪽보다 외곽도 서비스가 더 확대되면 좋을꺼 같아요~ 특히 약 당일배송은요~,3
늦은시간에 비대면 진료를 볼수 있어서 너무 좋습니다. 약도 예약되니 시간을 아낄수 있는거 같아요. 앞으로 비대면 진료가 더 확대될수록 더 많이 이용할수 있어서 기대가 됩니다,5
코로나로 인해 비대면 시대가 앞당겨진 것 같아요. 이젠 진료도 약도 언제든지 받을 수 있다는 것 너무 획기적인 것 같아요. 이렇게 좋은 앱이 있다는 건 축복이겠죠,5
요즘같은 시기에 아주 유용하게 쓰일것같아요. 비대면으로 진료도 보고 약처방에 배달까지 된다니~ 병원가기 힘들때 잘 쓰일거같아요. 감사합니다.,5
"직장인들 병원갈 시간이 없을 때 정말 유용할 것 같아요! 저는 피부과쪽이었는데 사진찍고 설명이랑 보내드리니까 전화와서 친절하게 응대해주시고, 약은 없는 약국이 많아서 찾는데 꽤 걸리긴했지만 그래도 나름 편했어요!",5
비대면 진료로 약만 빠르게 처방 받을 수 있처서 좋은 것 같아요. 거기에 배송까지 받을 수 있다니.. 여의치 않게 외출하지 못하거나 몸이 불편한 분들 이라면 더욱 더 효율적으로 사용 될 것 같아요!,5
코로나때문에 알게된 앱인데 공휴일도 진료 약처방이 가능해서 정말 좋았습니드. 대신 사람들이 많이 몰려서 그런지 버퍼링이 심하네요,5
"정말 필요하다고 생각하는 서비스 중 하나였는데, 진짜 있는지는 몰랐어요. 기사 보고 알았습니다!! 요즘 자주 위가 아픈데 그때마다 잘 이용할 수 있을거 같네요",5
1인가구 코로나 확진자에게 필수 앱.. 전화로 진료를 봐주고 약을 배달까지 받는다는 점이 아주 혁신적이다. 뿐만 아니라 약 복용 시간까지 계속 알려주는게 정말 좋다.,5
직장인들에게도 매우 유용한 진료앱입니다. 더 확대되겠지만 우선 수도권은 3시간 내 모든 걸 해결 할 수 있으니 바쁜 직장인들에겐 정말 유용할 듯합니다.,5
비대면 진료와 약배달까지 원스탑으로 편리하게 사용할 수 있어요. 정말 좋은 앱이네요.,5
요즘같이 맹추위에 외출도 힘들고 아이들어린경우는 더더욱 이런 비대면진료가 필요하죠! 유용하게 잘 사용될 좋은앱 추천합니다,5
여러 정보가 많고 알아보기 쉽게 되어 있어요. 약 배달 서비스도 가능한데 무료로 해주니 최고~~ 어플 오류없이 오래 잘 이용하게되면 좋을것깉아요!,5
일때문에 병원갈 시간내기 힘들고 번거로운데 편하게 이용할수 있어서 좋네요. 특히 코로나 시국에 너무 유용한 앱같아요~,5
세상 좋아졌네요~♡~♡ 가벼운증상은 편하게 진료+약배달도 받고 너무 좋아요. 코로나땜에 나가기도 무서운데 좋은앱이에요. 제휴 병원이랑 약국이 많아지면 더 좋겠어요.,5
원격진료 앱은 두 번째로 사용해보는데 닥터나우가 확실히 편리하고 좋네요 앞으로도 잘 쓰겠습니다,5
앱정말좋네요~요즘같은코로나시대에는정말병원가기도그렇고또가서도마냥기다리는것도그랬는데~비대면으로진료할수있어서정말좋아요~특히저같이아기있는집들은정말유용하게잘사용할거같아요~^^,5
지인 추천으로 알게 된 앱입니다. 비대면으로 진료도 받고 약도 집까지 배달이 된다고 하니 세상이 정말 좋아졌구나 새삼 느끼게 되네요. 앱을 잠깐 둘러보았는데 사용하기도 편한 것 같아서 좋아보여요. 생활에 꼭 필요한 앱이 될 것 같습니다.,5
경증질환 같은 경우에는 안 쓸 이유가 없네요 뭐 엑스레이를 찍어야 한다던가... 정밀한 검사가 필요한 거 아니면 이거 쓰는게 맞네요 이런게 혁신아닐까..싶음,5
약배달 서비스 앱이라니 정말 아이디어 좋은것 같아요. 혼자 있을때 아프거나 할때 사용하면 좋을거 같아요. 앱도 사용하기 편하고 좋네요.,5
이렇게 신박한 어플을 개발하다니 감사합니다~^^ 아직 많이 알려지지 않고 지역적으로 제한이 있는게 아쉽지만 차츰 많은 사람들이 편리하게 이용할수 있는 어플이 될거라 믿어요 ㅎㅎㅎ,4
취지는 좋고 생리통으로 아플때 배달시킬 목적으로 깔았는데 제가 사는지역은 입점된곳이 별로없어서 아쉬워요 더 번창해서 접근성이 더 좋아지길 바랍니다,4
"1. 일단 위치상 멀리 떨어진 곳에서 약 처방을 받으니 배송이 오래 걸립니다. 부산에 사는데 군산에서 택배가 오다니요.. 게다가 약품인데. 병원이 랜덤으로 잡혀져서 약국도 그런 것 같은데, 병원을 지역 내로 선택할 수 있는 기능이 있으면 좋겠습니다. 앱에 그런 기능이 지금 있다 하더라도, 그런 기능에 대한 설명은 눈곱만큼도 없고 일단 전반적인 앱 자체가 불친절합니다. 연세가 있으신 분들이나 핸드폰 기능을 잘 사용하지 못하시는 분들에겐 추천하지 않습니다. 2. 약값과 배송비. 물론 배송비는 감안합니다. 요즘 배달비도 올랐으니까요. 그런데 진료비와 약값이 터무니없이 비쌉니다. 그냥 병원에서 진료를 받는 것이 더 싸고 나은 것 같네요.",3
카드등록이 계속오류가나서 짜증도났고ㅠ 이게 어떻게 사용해야하는지 조금더 절차에 대한설명이 있었으면 더 좋았을텐데 그부분에 좀아쉽긴 하지만 너무유용히 잘 썼어요,4
편두통이 심해 자주 약 먹습니다. 일반 두통약은 안 들어서 편두통 전용 약 먹는데 저녁에 약 떨어져서 난감했는데 덕분에 잘 먹었습니다. 편두통은 빨리 먹어야 하는데 참지 않아도 되어 좋아요.,5
밤에 아프고 이동수단도 없어서 진료가 급하게 필요했는데 일단 비대면 전화진료로 안심됬고 약처방도 다음날 빨라서 좋아요. 추천합니다.,5
여드름 약 필요했었는데 다행히 바로 배달 받아서 복용했어요. 의사선생님이 실제 병원 갔을때보다 훨씬 친절하셔서 놀랐어요! 약 복약지도도 친절하고..! 너무 좋았습니다!!! 최고의 앱이에요.,5
정말이지 좋은제도입니다,5
"확진후 사실상 방치되고 있고, 보건소는 연락도 안받고 정말 힘들었었는데 닥터나우덕에 약도 받고 친절하게 진료도 받았습니다 ㅠㅠㅠㅠ 앱도 포화상태인게 느껴졌지만, 계속 이렇게 서비스를 해주는 것만해도 전 너무 감사한거같아요 진료비, 약값이랑 배달비까지 무료로 다 지원받았어요 아플때마다 생각나는 앱일거같네요 국가에서 상이라도 줘야할듯",5
비대면 진료에다 약까지 배달되는 세상이 왔네요. 이런 앱이 있다니 놀랍습니다. 앱도 사용하기 편하게 되어있는 것 같아요. 병원 갈 일이 생길때 꼭 이용해 볼게요. 코로나 시국에 정말 유용한 앱 같아서 좋습니다~~^^,5
비대면 진료와 약배달이 가능하다니 너무 유용할거 같아 설치했어요. 요즘같이 병원가기도 쉽지 않은 때 편리하게 진료받을수 있어 좋네요.,5
일목요연하게 메뉴가 되어있고 데이터를 간단하게 찾기가 쉽게 되어 좋네요,5
"너무좋아요ㅠㅜㅜㅜㅠㅠㅠ처음이용해보는데, 아픈데 전화로 진료보고 약 배송 받는시간까지 한시간도 안걸렸네요 ..퀵으로받고싶어서 비용을 지불하고 바로받았어요 몸이아파서 나가지못하는거에 비해 배송비도 저렴하고 너무너무 좋았어요",5
진료 예약부터 결제 정보까지 쉽게 설명해 주어 따라 하니 좋아요.근데 모든 진료를 다하기는 조금 쉽지 않은 비대면 진료~~^^ 좋아요!!,4
ㅠㅠ진짜 생각했던것보다 정확하고 훨 빠르고..애매한 증상(?)으로 병원 가얄지 말지 고민될때 딱입니다...최고!,5
친정이 서울이라 서울에서는 너무나 좋아요 이렇게 편리하고 좋은앱이 있다는거에감사 그렇지만 저희집은 시골이라그런가 아쉽긴해요 앞으로 지방 전국 곳곳 많이늘려주세요 그때까지 계속 이용할께요,5
비대면으로 진찰도 받을 수 있고 편리한세상이 됐네요^^ 집근처 약국이 없어서 약배달 서비스도 있으면 했는데 닥터나우 어플이 생겨서 자주 이용할 것 같아요,5
"향후 제가 쓰기에도 유용한 서비스같네요 어플이 잘 작동한다면 정말 필수적인 의료서비스의 지대한 역할을 할 앱이겠네요, 기대하고 응원합니다👍",5
처음 비대면 진료 받아보았고요 서비스 완전좋네요 . 특별히 불편기능은없고요 아이 키우는 집에선 상당히 유용하게 이용할 수있는 좋은어플인에ㅛ,5
위치동의하고 하라는대로 다했는데 비대면 진료들어가서 거리순도 안되고 후기많는순 비급여진료 등등 맞춤 시스템이 똑바로 돌아가지가 않습니다,1
사용지가 번거롭게 전화해서 재고랑 팩스번호 확인해야되고 넘 번거롭네용..^^ 리스트에 있는 약국들에 전화해보니 팩스없어서 처방전 못받는다는 약국 수두룩하고..유저에게 편리함이 아니라 번거로움를 주는 어플인거같아요,1
병원을 가기 힘들때나 시간이 없을시 비대면으모 이용하기에 좋아요. 다만 비대면이니만큼 꼼꼼한 진료가 이루어질수 있도록 개선되었으면 합니다.,5
"병원관련 앱이 요즘 많은데, 닥터나우는 조금 더 좋은것 같아요. 특히 비대면 진료가 특이하면서 눈길을 끄네요. 비대면 진료 관심있습니다.",5
받은 제품 박스 다 찢어져 있어서 불쾌했어요~ 직접 가면 이런 제품은 안 줄 것 같은데 괜히 배송받은 것 같네요 앞으로는 이용 안 할 듯 합니다,3
진짜 너무 편해요. 다른 비대면 진료앱은 퀵배달이 안되는 경우가 많은데 이건 그런거없이 잘 배달되고 너무 편해요!~,5
비대면 진료로 진료와 처방까지 편하게 사용할 수 있을 것 같아요 너무 좋고 진짜 대박입니다 비대면 진료에 약 배송까지 와우! 놀랍고 대단합니다♡.♡,5
바쁠때 정말 사용하기 좋습니다. 병원 진료시간에 방문하기 힘들때 유선진료로 해결할수 있고 택배로 약까지 집으로 바로 받아볼수 있어서 정말 편리합니다.,5
비대면진료보고 약도 배송해줘서 너무 감사하지만..... 신청이 너무 어려워요. 진료요청서를 오늘 2시간동안 수십번 쓴거같아요... 몸도 아픈데 스트레스가ㅠㅜ 증상을 미리써놓고 신청하는걸로 바꾸는게 좋을듯합니다.,3
맘들 사이에서 이야 많이 나오길래 써봤는데 되게 편하네요 ~~ ㅎㅎㅎ 넘나 좋은것. 혹시라도 우리 애기 아플 때도 요긴하게 쓰일듯~ 앞으로 잘 사용할게요^^,5
요즘 진료&약 배달 서비스도 많이 발전해서 편리하게 이용할수가 있게 되어서 너무 좋네요 ㅎㅎ 더 잘 되서 처방도 잘 받고 빨리 아픈것들 나았으면 좋겠어요!,5
시간도없고 코로나때문에 돌아다니기도 힘든시기에 아주좋은어플 같네요~ 편하게이용할수잇어서 더욱좋은어플이네요 거동이불편하신분들에겐 정말 필요한 어플같아서좋네요',5
코로나 진료신청도 어렵지만 어렵사리 성공해봤자 바로 배달이 안되어 택배나 방문수령밖에 안됨ㅡㅡ 방문수령 가능할거 같으면 이 어플을 안썼겠지. 불편한 점이 많은 어플입니다.,1
요즘 동네내과는 예약제가 아니여서 한번 갈때마다 기본 2시간정도 대기인데 진료부터 약배달까지 비대면으로 진행이 가능하다니ㅜ 너무 편리한것같아요~짱입니다!!!!,5
다소 시스템적으로 부족하긴하지만 비대면의 장점은 인정합니드. 진료받고 약받는데 3시간 정도 걸렸네요. 약이 오는건지 안오는건지 엄청 짜증났었는데 오네요.,4
비대면 원격진료 좋네요. 이런 앱이 있다니 넘 편하겠어요. 약배송도 되고 급하면 가까운 약국에서 직접 수령도 된다니 맘에 들어요.,5
대박 앱이네요 요즘같은 코로나시대에 비대면이 강력하게요구되고 있고 특히 얼굴보고 면담하면서 진료보기 그러할땐 딱인 앱인것같아요 유용하게 이용하면 너무 편리할것같네요,5
앱이 간편하고 진료와 처방을 함께받기 가능해서 정말 좋네요! 기능면에서 합격점 드리고 시간단축과 가성비 좋은 최고의 앱이라 확신해요!!,5
한번에 관리하는 이러한 프로그램이있어 병원 이용과 예약 등을 한눈에 확인할 수 있어 편리합니다. 다들 이용하여 편의를 누리시길!,5
무한 대기자로 접수가 안되고 그나마 어렵게 접수된 것도 병원측 요청으로 취소 되네요. 취소 사유도 모르고요. 7일 동안만 확진자 진료 된다면서 시간만 가서 별 도움은 안되는 것 같습니다.,1
이런앱 너무 좋아요^^ 병원가기 힘들때 급히 사용하기 좋았어요~ 설명도 친절하게 너무 잘 해주시고 대면진료보다 너무 편안하고 좋았어요 자주 애용할듯해요,5
이 어려운 코시국에 너무나 유용한 앱인거같아요~!! 더더더 널리 알려져서 사람들이 많이 활용했으면 좋겠습니다 번창하세요~!!,5
"날씨도 추워서 큰 기대 안하고 전화진료 했는데. 의사선생님도 너무 친절하고, 약배달도 되고, 너무 기특한 앱이네요!",5
짜장면 배달만 가능한 세상에서 이제 약까지 편리하게 배달 되는 세상이네요. 몸 아플 때 약 사러 나가는 것도 힘들 때가 있는데 정말 좋은 앱이니다.,5
비대면 진로와 비대면 처방이 가능하다니 정말 편리하고 좋네요 일다니면 눈치보여서 아파도 참는경우가 많은데 정말 유용할것같아요^^,5
