리뷰,평점
PCR 비용도 알려주면 좋을거같아요. 감사합니다 굿닥 덕분에 전화로 신속항원검사 가격 안물어봐서 좋았어요,4
이게 지연이 되소 그런지 어플에 뜨는거랑 직접 약국가서 재고현황을 물어봤을때 차이가 좀 나는게 아쉽지만 잘쓰고있습니다,4
답변 봤는데요 다른 마스크알림 앱에는 빠진약국들 다 들어가있어요 굿닥만 없어요 해운대 좌동입니다 제가 3군데라고 했는데 빠진곳 더 있네요 물론 다른 앱에는 있어요,1
작동안되네요 어플시작했는데 계속 검색중인 화면만 뜨고있고 확인이 언되네요 삭제하였습니다,1
코로나 확진받고 일요일이라 비대면 전화진료 받기도 어렵고 약국찾기도 어려웠는데 굿닥으로 하니 진료도 바로 받고 약은 일욜이라 제휴 약국 안되고 일반약국 찾아서 전화도 몇번해서 좀 늦을 수 있다고 하더니 퀵까지 해서 2시간도 안걸려 보내 주네요.^^ 앞으로 서비스가 더 기대되네요.,5
탈모약이나 아토피약같은거 굳이 병원가도 더 봐주는거 없는데 비대면진료로 약 받을수 있으면 좋을거같네요. 저는 이번에 코로나때문에 써봤어요. 편합니다.,5
"생각보다 빠르게 진료도 보고, 약도 빠르게 처방 받았어요! 시간 없을 때 이용하기 너무 좋네요.",5
마스크 스캐너 기능 아직 안되는거면 안된다고 표시 좀 해주세요...공지사항만 수십번 들락날락 거렸어요...,1
코로나 확진자동선 . 아침까지 보였는데. 지금은 동선자체 보는게 안보이네요. 마스크만 스캐너 됩니다.,1
병원 검색하기로 검색하면 진료중 이라고 나오는데 지도상에서 병원 선택하면 진료종료 라고 나오네요~ 앱 버그 같은데 수정 하셔야 할듯요,4
진짜 편합니다!! 강추! 열이 나는데 병원 갔다가 빠꾸먹고 비대면진료 받아서 금새 나았습니다. 저 코로나 아니라구요!!,5
본인인증이 안됐는데 문의 남겼더니 빠르게 해결해 주셨습니다. 아직 이 앱 깐지 별로 안됐지만 꾸준히 쓰게 될 듯,5
최악입니다. 서대문에서 약을 시켰는데 명일동에서 출발한다고 연락왔습니다. 코로나로 너무 아픈데 이건 퀵서비스 일감주려고하는건가... 아무튼 3시간 동안 고생중입니다.,1
후기보고 근처 병원중 찾아가는 건데 후기와 다른 점이 꽤 있는거 같습니다. 확인해보니 진료도 받지 않은 곳에 대해서도 후기작성이 가능하더군요. 후기에 믿음이 별로 안갑니다. 그 외의 열린병원 기능은 아주 좋았습니다. 신뢰성을 올릴 수 있다면 더 좋은 앱이 될거 같습니다.,1
몸살 나서 오도가도 못하는 상황에서 친구가 추천해줘서 비대면진료 받아봤어요. 크게 불편한거 없었고 진료비랑 약값도 더 비쌀줄 알았는데 그것도 아니네요. 좋습니다.,5
공중파 느낌으로 가야지 케이블 느낌으로 가면 절대 플랫폼이 될 수 없다.,1
코로나 자가격리 끝나면 양성이어도 돌아다닐수 있다잖아요.. 그래도 좀 꺼려져서 집에서 진료 받으려고 깔았습니다. 비대면진료 처음인데 신기하네요,5
"수고많으십니다. 정말 앱 좋은것 같습니다. 한가지 질문사항이 있는데, 이 병원데이터들은 어디서 가져오는건지 알 수 있습니까? 이용하는데 큰 문제는 없으나 그걸 알아야 이 정보들에 대한 신뢰가 높아 질 것 같아서 질문드려요.",5
코로나 빨리 끝났으면... 코로나 확진자 많앙지니까 비대면진료도 처음보다 사람 너무 많아졌네요ㅜㅜ,4
신속항원검사부터 비대면진료까지 요즘 병원진료에 필요한 기능만 구성되어 있네요!! 강력추천하는 어플!!,5
"최악, 근처 병원 진료시간 정보 다 틀림! 업데이트가 시급합니다. 정보 믿고 급하게 병원갔는데 다 틀림.",1
코로나 때문에 알게된 앱인데 코로나 끝나도 잘 쓸거같네요. 근처 병원 진료하는지 확인할 수 있어서요.,4
코로나 자가격리 끝나면 양성이어도 돌아다닐수 있다잖아요.. 그래도 좀 꺼려져서 집에서 진료 받으려고 깔았습니다. 비대면진료 처음인데 신기하네요,5
최근에 밤에 약국 급하게 찾느라 굿닥 어플 사용했는데 정말 유용했어요ㅎㅎ 집 주변은 아니었는데 그래도 필요한 약 구입할 수 있어서 좋았습니다~ 굿닥 감사합니다!,5
몸살 나서 오도가도 못하는 상황에서 친구가 추천해줘서 비대면진료 받아봤어요. 크게 불편한거 없었고 진료비랑 약값도 더 비쌀줄 알았는데 그것도 아니네요. 좋습니다.,5
잘사용하다 업데이트 후 뒤로가기 버튼이 실행이안되네요 넘불편하네요.,3
공적마스크 살때 잠깐 깔았다가 코로나 걸려서 다시 깔았습니다. ㅎㅎ... 앞으로 계속 쓸거같아서 이번엔 삭제 안하려구요..ㅎㅎ,4
"아이 주민등록번호도 그렇고 예약하려고 하는데 도대체 네트워크 실패는 왜케 계속 뜨는지.. 마음은 급해죽겠는데, 예약 때문에 내 멘탈이 더 털리고 있음",1
좋아요~ 약국과 바로 연락할수있는 연락처가 표시된다면 더 유익할듯요~,4
잘 사용하고 있습니다. 약국의 주소정보(몇 층인지)도 같이 보여 주면 더 좋을것 같아요,4
코로나 빨리 끝났으면... 코로나 확진자 많앙지니까 비대면진료도 처음보다 사람 너무 많아졌네요ㅜㅜ,4
인애한의원 강소정박사님 추나 정말 좋아요.,5
코로나 때문에 알게된 앱인데 코로나 끝나도 잘 쓸거같네요. 근처 병원 진료하는지 확인할 수 있어서요.,4
마스크 재고있는 약국과 약국이 문을 열었는지 알수 있어 손쉽게 마스크 구매가 가능했습니다. 문연 약국은 급하게 약을 사야할때 유용해 보입니다. 구성이 심플하여 확인도 편리합니다.,5
앱을 삭제했다가 재설치하고 로그인하려고 하니 이미 사용중인 이메일입니다 팝업이 뜨면서 로그인이 안되요. 고쳐주세요;;;;,1
쌤께서 늘친절하시고 맘이편안해지는병원입니다,5
굿.유용히 잘쓰겠습니다.휴일 문연약국.전화해서 필요한 스프레이산소 사러 갑니다.,5
"3월10일 마스크스캐너 정상 동작한다고 뉴스,네이버 등등 글 올려 놓고 앱실행 하면 않되는건 뭐죠? 언제부터 사용 할수 있나요?",1
굿닥에서 포인트도 받고 시술도 찾고 아주 짱입니다 아주 잘쓰고 있어요!,5
정말 좋은 어플입니다. 초창기때부터 쭉 써왔는데 점점 발전되는 모습이 보이고 약국.병원 공적마스크알람까지 정말 유용해요,5
병원 위치도 정확하고 좋은데 나가기가 안되네요.나가기 되도록 수정 해 주세요,2
동네 가까운 약국정보가 다 있어서 쉽게 시간맞쳐가서 구입했습니다! 감사합니다!,5
애가 열이나서 급하게 깔았더니 휴대폰 본인인증이 되지도않아서 병원예약도 못 하고...고객센터 번호도 없고...그 병원 예약방법은 이 어플밖에없고 새벽5시부터 9시까지 헛짓꺼리했네요,1
"내가 있는 지역에서 가까운 의료기관(병원, 약국)을 쉽고 편리하게 찾을수 있는 어플 입니다",5
두분 원장님도 친절 하시고 선생님들도 완죤 좋아요~~~~^^,5
비대면진료 미국은 엄청 보편화되어있는데 한국은 이제 슬슬 유행하나봐요~ 좋은 변화 기대됩니다~,5
"앱 빠르게 만들어져서 너무 감사하고 좋은데,, 죄송하지만 입고된 마스크가 kf80인지 kf94인지도 알 수 있는 기능도 추가해주실 수 없을까요? 천식 등의 이유로 kf94를 착용할 수 없는 가족들도 있어서요 ㅠㅠ",4
비대면진료 미국은 엄청 보편화되어있는데 한국은 이제 슬슬 유행하나봐요~ 좋은 변화 기대됩니다~,5
몇개남은지를알수있으면 더좋을듯합니다 앞에서 자꾸짤리니 재수없는사람같은 기분이들어요,2
"친절하시고, 체계적이고, 깨끗하고, 너무 지식이 많으시고 행정 서류가 빨라서 행복했습니다.",5
병원을 찾으려 검색하면 온통 이벤트 하는 다른 병원만 뜨고 검색에 찍은 병원은 앱에 등록이 된건지 아닌지도 모르겠는 건 뭘까요? 이건 그냥 광고 앱인가요? 첨엔 이 지경음 아녔던 것 같은데 이제 심하네요,2
환자분들이 약을 잘 숙지하고계시길 바래요,4
공유하기버튼때문인지 확진자방문지를 볼수가 없어요. 확진자 동선 어떻게 봐요?,1
진짜 편합니다!! 강추! 열이 나는데 병원 갔다가 빠꾸먹고 비대면진료 받아서 금새 나았습니다. 저 코로나 아니라구요!!,5
업데이트 되소 나서 어플 쓰레기로 변했네....사용하기 더럽게 불편함. 광고만 덕지덕지....,1
"너무나친절하시고,풍부한지식,과,학식,주변께전합시다",5
저번리뷰에서 불편사항 올리니 오늘 10시 20분부터는 정상작동된다는 답글을 남겨주셔서 들어가봤는데 여전히 강제종료 됩니다ㅠㅠ 혹시몰라 핸드폰도 껐다 켜보았지만 강제로 앱종료만 뜹니다ㅠ,1
미리예약 할 수 있어서 편리해요. 근데 이미 예약이 된 곳은 표시가 되면 좋겠어요. 어느시간에 가능한지 일일히 눌러봐야되네요.,4
왜 저는 동선확인 버튼이 없는건가요.... 업데이트도 했는데 ... 잘못설치한건가요?? ㅠ,4
"깔고 나서 후회없는 앱! 잘깐거 같다 ㅎ,,,,엄청 유용해요 병원정보, 시술정보 이만한 앱이 없어요",5
"카카오로 회원가입하기만 있어서 카카오로 가입이 되었으나, 나의 이름은 닉네임이고, 수정하기도 안되고~ 예약하기 버튼도 없고, 가족추가 버튼도 없고~ 이거 진료예약 할 수 있는거예요? 앱을 삭제하고 회원탈퇴하고 다시 설치해도 카카오로 회원가입 누르기밖에 안뜨니 계속 반복;; 아 짜증나",1
최근에 이사하면서 병원/약국 찾는데 굿닥 어플 썼어요~ 후기에 병원 정보도 있어서 너무 좋았어요~,5
마스크 파는곳볼려는데 왜자꾸 확진자동선 떠서 확인이 안되나요? 평점 이렇게 낮게주는건 처음인듯.. ;;,1
본인인증 자체가 안되네요 pass를 해도 안되고 문자인증을 해도 맞는 번호를 쳐도 틀렷다고하고 가입 하란건가요 말란건가여?ㅠ 오류 심함,1
마스크 재고량도 실시간 조회되어 좋았고 확진자 동선도 확인하니 편리했는데 3월13일부턴 확진자 동선 조회 선택란이 사라졌네요. 이제 서비스 멈춘건가요?,4
도대체가 광고 수신 알림을 다 꺼도 계속 오는건 무슨 경우죠? 짜증나서 못쓰겠네요.,1
코로나 뒤늦게 걸렸는데 굿닥떄메 살았습니다ㅎㅎ 비대면진료 추천받아서 써봤는데 서울에 살아서 그런지 정말 빨리 약배송까지 받았어요. 감사합니다. 이게 모두 무료라니. 복받으세요,5
"엄마가 아프셔서 병원 위치 찾았는데, 문연곳 가까운데 알려줘서 너무 유용했음 ㅋㅋ 별점5점 드립니다!ㅋ",5
비대면 진료도 빠르게 진행되었고 배달도 빨리 와서 추천해요😊,5
일요일 진료중인 안과를 검색했는데 다 틀려서 도움이 전혀 안되었음 실제로 전부 휴진 이었음 급해서 굿닥을 사용한건데 정보가 정확하지 않았음,1
네트워크 연결이 안되어 있다는 오류 메세지 뜨면서 실행이 되지 않아 다른 앱 설치해서 사용중입다.,1
대기가 오래 걸리긴 하지만 요즘 확진자가 많으니 어쩔수없죠 편하긴 진짜 편해요,4
페북 광고보고 들어왔는데 생각보다 요긴하게 쓰고있어요! 시술정보 많아서 좋네용,4
굿닥 스토어에서 포인트로 저렴하게 영양제 구매했어요. 배송빨라서 좋네요!!!!,4
신속항원검사 빨리 받으러 가야됐는데 굿닥에서 비용까지 다 알려주길래 가까운 곳 잘 찾아서 갔습니다~,5
비대면 진료로 집에서 정말 편리하게 처방받고 배송 받았어요! 너무너무 유용합니다,5
거리기준으로 나오는것도 좋지만 문닫는 시간 기준으로도 찾을수있음 좋을것같네요,1
주변 병원 및 약국 위치와 휴무여부를 알 수 있어서 편리하고 좋아요~!,5
가격비교가 어려워요,1
비대면진료로 집에서 편하게 진료보고 약 처방 받을 수 있었네요. 다만 매칭이 조금 더 빨리되면 좋을 것 같아요.,5
다른병원은 가나마나 였지만 여기 이 병원은 속히 나아요,5
병원 시설도 친절함도 좋아요 환자는 약자 이거든요 ᆢ,5
요즘같은 코로나19 확산 때문에 전국적으로 마스크가 필요한 사람한테는 필요한 앱 갔습니다 처음 이지만 잘 이용 하여보겠습니다,5
원장님께서 직접 상담해주시고 넘 친절하세요 다들 넘 이뻐졌다고 합니다 ~^^,5
결과 아주 좋습니다. 고맙습니다.,5
ㄸ딱에비해 여러모로 좋습니다,5
기다리지 안아 좋았 습니다,5
신정네거리한의원를 추천합니다 👍,5
정확한후기 제대로된정보ㅎㅎ다른어플들안써보긴했지만 몇년째 굿닥만쓰는데 만족하며잘쓰고있습니다 감사해용🙈,5
정말로침과뜸이 효과가좋읍니다다른한방병원보다탁월하더군요,5
비대면 약처방 받았습니다 진료비도 2만원으로 비싸고 약값은 의사가 말한거에 2배 이상입니다 결제 취소도 안되고 약국은 안해주려고 바로 배송보냈다고 합니다 요즘도 이렇게 장사하는데가 있다는게 소름끼치네요,1
리뷰 처음 써봅니다. 아이 진료 보는건 살짝 불편했지만 이런 부분 앞으로 반영해주실거라 생각해요~ 아직 처음이니까 불편함 감수해야할거같아요~ 그래도 코로나 진료 무료고 약도 배송해주셔서 정말 감사합니다~ 덕분에 아이가 많이 좋아졌네요~,5
각병원 약국 점심시간도 있었으면좋겠습니다. 시간모르고 가면 닫혀있는경우가 있어서요 그점이불편합니다. 평균대기시간도 궁금한데 그건 어렵겠지요?,4
입고시간이 정확지 않으니 다 품절로 뜹니다 혹 재고분 있다해도 줄 선 분들께서 먼저 사가시겠지요 의미없음으로 보여요,1
처음쓸땐 잘 맞다가도 좀 지나니 하나도 안맞고 수량 충분하다길래 약국갔더니 문 닫아있고..,1
이시국에 감기에 걸렸는데 처방약 먹는게 더 빨리 나을거 같아서 진료 받아봤습니다. 비대면진료 요즘 말 많던데 저는 편리하던데요? 이거 상용화만 잘 되면 정말 편할거같습니다,5
코시국엔 비대면진료! 굿닥도 시대에 따라 가네요~ 아주 편리합니다!,5
가끔 위치가 살짝 다를 때가 있지만 그래도 병원에 전화 안해도 문연 병원 찾을 수 있어서 좋아요,4
"리뷰알림너무 많이옴...실시간 순번도 안되고, 진짜 어이가없음.",1
알리미설정있어서 마스크입고시 알려줘서 너무편하고 좋습니다 지인들께 추천하고 다닙니다~~,5
왜 계속 같은 시간에 예약이 있다며 취소되는건지... 며칠째 계속 오류네요,1
IT강국 입증 이런앱 나올줄 말았습니다 전국민이 줄서지 않고 시간절약할수 있어요 유용하게 사용 하겠습니다,5
왜로그인했눈데도 계속... 로그인하라고하는지....이메일 두개나가입했어요ㅠㅠㅠㅠㅠㅠ 이거 왜이러죠????답변주세용 ㅠㅠ,1
"실시간 병원,약국 검색 기능좋아요^^ 리뷰 데이터만 더 모이면 최고일듯요.",5
오류가 너무 많아요 예약하고 한시간 전 알람까지 했는데 병원가면 접수내역이 없어요ㅡ.ㅡ 두번이나,2
아주 만족스럽습니다..추천드립니다~,5
"비대면진료까지 받고, 근처에 약국 여기저기 알아봤는데. 죄다 팩스로 처방전 안받는다하고. 위치연동해서 근처 약국 추천해주면 좋을텐데. 전국에 똑같은 이름 약국이 한두개도아니고, 약국 검색하기도 무지 불편하네요. 진료비만 날리고 어플지웁니다",1
친절하고 깨끗하고 물리치료도좋아요,5
세밀하게 진료하시고 효과가 좋아요.,4
굿닥 카카오 연동으로 바뀌면서 기존 포인트 다 날라갔네요..ㅋㅋㅋ 포인트는 왜 연동이 안되는거죠??,1
마스크스캐너 표시가 이상하네요.. 재고 없는데 있다고 표기되고... 수정 필요해보입니다,2
우와~~마스크 못사서 주말에 사려고 하는데..약국에 거의 대부분 품절 상태라서 좌절했는데요. 이 어플 덕분에 주변지역 남은 한 곳에 약국에서 얼마 안남은 마스크 구입할 수 있었네요. 감사합니다.^^ 여친이랑 하나 선물 하려고요.^^/,5
주변 약국 수량 확인하고 구매하였습니다! 유용하고 좋은것 같아요,5
언제 어디서나 쉽고 빠르게 원하는 병원을 찾을 수 있어 좋아요.,5
요즘 병원가면 무조건 신속항원검사 해야하더라고요 비대면진료는 굳이 안해도 되는거 같아서 편하네요,5
네이버지도보다 유용하네요. 걍 내주변 가까운데 알려주니까 병원이고 약국이고 찾기 편하네요,5
굿닥 앱 다운로드말고 가입회원수는 총 몇 명 정도인가요? 건강관련 앱 중에 사람들이 가장 많이 쓰는 앱을 알고 싶어요~,3
신속항원검사 빨리 받으러 가야됐는데 굿닥에서 비용까지 다 알려주길래 가까운 곳 잘 찾아서 갔습니다~,5
비대면 써볼려고 했더니 카드등록 오류. 카드 3개 2번씩 해봤는데 비밀번호 오류 계속 뜸. 바로 삭제.,1
신속항원검사 알아보려고 들어갔는데 비대면진료 있길래 바로 해봤어요 ㅎㅎ 서비스 잘 만든듯,5
아니 어떻게.. 어플이 한번이라도 문제 없이 구동이 될 때가 없나요...? 노트20울트라인데 ㅋㅋㅋㅋㅋ,1
병원 필터링이 고정 안되고 계속 풀려서 자꾸 다시 설정하는게 짜증나요.,3
요즘 오류가 넘 잦음.예약병원의 경우 실제 대기인수와 다를때도있음.,2
마스크스캐너 기능 있음 머함.. 약국 가보면 없다카는데ㅠㅠ 괜히 귀찮은 발걸음만 했잖아욧!ㅜㅜ,2
진료순서볼수있대서 설치했는데 인적사항 입력해도 등록도안되고 뭔가요 도대체....,1
괜찮아요. 저렴한 이벤트만 골라 필요할 때마다 하는데...자주는 아니지만. 주변에도 여럿 소개함,5
병원 찾거나 후기볼때 괜찮음. 이벤트 (홍보)도 잘 볼 수 있어서 젛음. 다만 이벤트 정보 필터 할 수 있었음 좋겠음..,4
마스크 살 때마다 기다리지 않고 잘 살 수 있어 너무 유용합니다. 감사합니다.,5
병원별 리뷰도 거의 없고 리뷰순 정렬도 없고 사용 필요성을 전혀 못느껴요. 네이버 검색이 더 편리합니다,1
ㅡㅡㅜㅜㅡ3ㅡ 잘 뷰 느무 드 ㅡ 다하고 틀었는데진짜 ㅡㅡ또다시 ㆍ 드 하는거 참고로 드는것 처럼,5
대기가 오래 걸리긴 하지만 요즘 확진자가 많으니 어쩔수없죠 편하긴 진짜 편해요,4
광고메시지 끄고싶은데 마이페이지->설정에서 하라고 알림이 매일뜨는데 도대체 그게 어디에 있나요? 아무리 찾아봐도 마이페이지가 보이지 않네요. 매일 알람 뜨는데 안뜨게 하고 싶어요,1
신고하는기능 추가바랍니다 정보는 좋으나 이벤해서 가면 또다른거추가시키고 비용더들게 만들고 안된다고하고 자기네 방식대로 해야된다고 합니다 병원이벤선별 잘해주시기 바랍니다,3
너무편합니다. 특히 주소검색이나 위치 검색이 너무좋아요,5
어플 진짜 쓰레기네요. 일요일 오픈한 약국 검색해준대서 깔았더니 3군데 다 닫혀있음. 자가진단키트하나 사려다 한 4키로 걸어만 다녔네요.,1
난 이 앱에 등록한적 없는데 왜 이런 메일이 오나요? (안녕하세요. 굿닥입니다. 굿닥 서비스를 이용해주시는 고객님께 진심으로 감사드립니다. 굿닥의 이용약관 변경에 대해 아래와 같이 사전 안내드리오니 서비스 이용에 참고하시기 바랍니다),1
현황 파악후 갈 수가 있으니 시간절약과 구입하는데 편리성이 있네요,5
비대면진료 티켓팅수준이라더니 진짜네요 ㅎㅎ 파란 점만 계속 보다가 눈 몰리는줄 ㅎㅎㅎ 그래도 인내심 가지고 기다리면 진료 성공하더라구요!,4
"약국에 마스크가 몇시쯤들어오는지도 알림해주면 두번세번걸음 안해도 될듯해요 ""2시에입고예정 대형또는소형만있음"" 이런식의 상세표시있음 좋겠어요 앱너무유용하고 감사합니다",4
신속항원검사 알아보려고 들어갔는데 비대면진료 있길래 바로 해봤어요 ㅎㅎ 서비스 잘 만든듯,5
다좋은데 진료한 병원이랑 다시진료 받는기능좀 추가해줬으면 합니다 경과나 뭐 물어보고싶은것이 있을경우 그게 어려우니,4
본인인증할때 알뜰폰은 통신사클릭이 안되네요 몇번을 눌러봐도ㅠㅠ,1
비대면진료 코로나때 썼는데 그땐 좀 불편했는데 최근에 감기때문에 또 해봤어요 좋아졌네요 응원할게요,5
코로나 터졌을때 마스크 알아보려고 깔았다가 지웠었는데 최근 다시 설치하고 보니까 많이 바꼈네요. 좋네요. 앞으로 더 좋아졌으면 좋겠습니다,5
"신생아 아기병원에서 이 어플통해 예약하라고 해서 사용하는데, 업데이트되면서 계정연동도 안되고 본인인증도 안되고 몇번이나 지웠다깔았다 함. 병원어플이라 급한사람들도 많을텐데 업데이트시 신경좀써주셨으면 함",1
약국에사 소형과 대형이 들어오면 소형.대형 분리하지 않고 입고수량을 적습니다. 저희는 대부분 소형이 남아있는 형태라...ㅠㅠ,2
"코로나 확진자 동선,신천지 위치 알려주셔서 좋네요ㅎ 마스크정보도 어서 올라왔으면좋겠어요",5
시술도 특가 상품도 포인트도 아주 좋아요 왜아직 안써요 이어플? 굿닥!!,5
주말에 애기가 갑자기 열은 나고 코로나때문에 병원도 쉽게 못가는데 굿닥 어플로 근처 영업중인 병원 찾아서 갔습니다. 다행히 가벼운 열감기여서 약먹고 지금 많이 괜찮아졌네요. 고맙습니다. 번창하세요.,5
병원 태블릿으로 굿닥 접수하고 왔는데 보호자 핸드폰 입력하고 애기들 한명당 왜 동의를 다 눌러야하고 거기다가 보호자 이름과 연락처를 또 넣어야합니까? 그리고 한 아이하고 나서 또 다른 아이도 동의-보호자이름-핸드폰번호 입력 왜 두번이나 같은 작업해야하나요?? 접수하기도 바쁜데... 그리도 접수하고 접수 현황은 어디서 보는겁니까??? 예전에는 몇번인지 알수있었는데... 너무 불편하네요!!,1
시차가 전혀 안맞네요 벌써 다 떨어졌다는데 헛걸음만 몇번한건지 모르겠네요 이게 뭐하는짓인지...,1
마스크스캐너 때 부터 엄청 유용하게 잘쓰고 있어요 ㅋㅋ 아픈사람에게 유용하네여 ㅋ,5
병원에서 접수할때 사용했다가 알게 되었습니다. 다른데보다 병원 후기가 신뢰가네요. 조금만 더 많은 후기를 볼 수 있으면 좋을 것 같습니다.,5
접수해도 순번안뜨네요 병원에 전화해서 직접확인함ㅠㅠ 있으나 없으나..,1
지방 시술 특가도 많았음 좋게따~~~~ 그래두 뭐 부산가서 받으면 되니까,5
작동 만족도 등 역쉬 한국 it는 대단합니다 아니 한국이 참 대단 잼나고 신기한 나라~~,4
돈 받고 하는 이벤트라지만 과장이 심하고 좋은 병원은 몇이 안되는 것 같고 또 사기성도 좀 보입니다. 그래도 아주 간혹 좋은 병원도 있습니다.,2
예약하면이 너무 안뜹니다. 하얀화면만 주구장창 ㅜㅜ,1
코감기인거 같은데 병원가긴 걱정되더라고요 비대면진료 너무 편하네요 감사합니다,5
마스크스캐너땜에 다운받았는데 공지사항보러가는 팝업이 가려져서 보이지 않아요...베타오픈했음 불안정하더라도 보이는거 아닌지? 정식오픈이 안되어서 안보이는건지 모르겠네요;;,2
마스크대란때부터 깔고나서 안지웠는데 엄청 잘쓰고 있음 ㅋㅋ 가까운 약국 찾기 좋네요!,5
깨끗하고 친절하시고 설명을 잘해 주세요,5
"지금 아무것도 안되네요 확진자동선 해보니 우와 대구에 확진자 동선 0 전국이 깨끗하네요.. 언제 제대로 될까요, ..",1
"바비톡, 강남언니보다 더 저렴한 특가가 많은 것 같다.. 유용하게 쓰는중",5
"안맞은, 공유도 안됨, 정보만 빼가는 무쓸모. 제대로좀 만들지",1
"주말에 아프면 상비약 먹고 견디다가 평일돼서 병원가곤 했는데 주말에도 운영하는 병원, 약국을 찾을 수 있다는게 심적으로 많은 위안이 되네요! 앞으로 유용하게 잘 이용할 것 같습니다!:)",5
처음엔 마스크파는곳을 알아보다가 편리해서 사용했는데 요즘은 병원정보랑 다른정보를 신속하게 알아볼수있어 좋았어요~,5
어떤 병원에 가야할지 광고가 아닌 솔직한 후기를 보고 결정할 수 있어서 좋아요! 네이버에 검색하면 죄다 광고인데 굿닥은 정직하네요👍👍,5
굿닥 예전에 깔아뒀다가 오랜만에 병원찾으려고 들어가봤더니 병원예약도 생겼네요?! 너무 편하고 좋습니다!!!,4
마스크가 입고 되는 시간이 업데이트가 된다면 줄을 미리 서 있을 수고가 덜 것 같습니다.,4
간호사 님들 친절하고 원장 알기쉽게친설명 잘 해주시네요~~감사합니다^^,5
PCR검사 엄청 비싸다고만 들었는데 어플로 가격 확인할 수 있어서 정말 좋았어요. 저희집이랑 가까운 병원이 옆동네 보다 훨씬 비싸네요? ㅎㅎ.. 그래도 덕분에 옆동네로 가서 저렴하게 받고 왔습니다. 음성확인서도 발급받았습니다. 코로나 잠잠해져서 이제 신혼여행도 외국으로 갈수있게 됐어요.,5
비대면 진료로 집에서 정말 편리하게 처방받고 배송 받았어요! 너무너무 유용합니다,5
덕분에.. 할인받아서 안검하수 수술 받았습니다.. 원장님이 수술을 잘 해주셔서.. 자연스럽게 잘 됐다고.. 친구들이.. 정보를 알려달라고 하네요..,5
비상약 없을 때마다 다급하게 이용하는데 진심으로 감사드립니다~^^,5
코로나 때문에 비대면으로 진료받을 수 있어서 좋았고 약 받는 방법은 조금만 더 편리해지면 더 좋을것 같아요 지방사람은 조금 불편하네요 아직,5
인증이 안됩니다. 삭제 후 다시 설치해도 안되니 업데이트 문제는 아닌거 같구요 어쩌죠? ㅜㅜ 병원 예약 해야하는데,1
리뷰 처음 써봅니다. 아이 진료 보는건 살짝 불편했지만 이런 부분 앞으로 반영해주실거라 생각해요~ 아직 처음이니까 불편함 감수해야할거같아요~ 그래도 코로나 진료 무료고 약도 배송해주셔서 정말 감사합니다~ 덕분에 아이가 많이 좋아졌네요~,5
지도상으로약국이아닌데에마스크표시가있어요.클릭을해보니신태양약국?그런약국은없고요.그자리는3층짜리빌라가있는자리입니다.,2
환자보다는 병원위주의 어플이에요 안좋은 후기쓰면 삭제하면서 경고장 날리네요 병원측요청이라지만 어떻게 병원이 좋은데만있을수있나요? 안좋은 후기도 있을수있죠 보통 이런어플은 가기전에참고차보는 어플인데 참 아쉽네요,1
뒤늦게 코로나 걸려서 비대면 진료 이용했는데 너무 편리하네요. 감사합니다.,5
무슨 뭘 사려고 들어가도 클릭도 안되고 튕기기만 하고 ... 비대면 진료 눌러보니 튕기고... 어플 왜 만든건지 모르겠음,1
접수할수가 없는데 뭘 이딴걸 앱이라고 만들어놔서 소켓응답안되서 접수못하는 건이 대다수인데 앱만들거면 제대로좀하던지 짜증나서 이앱쓰는 병원못가겠다 진짜 별한개도 내손가락이 아까움,1
병원 정보 더 많아지면 좋겠어요! 예약할때 짱 편합니다...,5
비대면진료 대기중인 사람이 많아 계속 실패하다가 2일만에 성공..!,4
팩스보내는 번호를잘못해서 다시할려는데 앱에서안내해주는거하나없이 되는게없네요.,2
만보기 포인트사라진건가요?,1
확진자 동선이 없어졌어요.유용했는데 다시 보이게 해주세요~,4
본인인증창 왤케 닫히나요? 인증번호 보려고 문자들어갔다 오니 걍닫혀버리네ㅡㅡ 몇 번을 그렇게 하니 사용안하게 되네요.,1
"만보기 삼성헬스랑 연동도 안되고, 포인트도 크게 줄어들고",1
퀵배송 기사 착오로 약을 못 받았었는데 본사에서 잘 처리해 주시고 담당자께서 재차 사과 전화까지 주셨네요. 좋은 서비스 감사합니다.,5
이시국에 감기에 걸렸는데 처방약 먹는게 더 빨리 나을거 같아서 진료 받아봤습니다. 비대면진료 요즘 말 많던데 저는 편리하던데요? 이거 상용화만 잘 되면 정말 편할거같습니다,5
코로나환자 동선 찾기가 편하게 잘되있네요. 병원과 약국정보도 굳~~,5
한번에 후기갯수나 좋은지 나쁜지 보였으면 좋겠어요 병원은 많은데 일일히 확인하려니 불편해요 후기갯수도 적고 2014년 후기가 제일 최근이라 신빙성이 떨어집니다 포털사이트에서 검색하는게 좀 더 나을듯하네요,3
지금도 좋아요~ 욕심을 낸다면~~ 실시간 정보가 조금더 정확하다면 더이상 말이 필요없네요~ 감사합니다~~^^,5
잘 알아보지 못한 잘못도 있지만 진료비 내고 약처방은 못받게 생겼네요 좀 편해보려다가 다시 진료받으러갑니다,1
